time,CO2_flowrateData,DHumidity,DHumiditySeparator,pressure1External,pressure2ExternalVP,temp1,temp3,temp7,temp8,temp9,temp10,downStreamBoiler_1,downStreamEnergy,DPressure_BOILER,DPressure_SAMPLING_POINT,DPressure_separator,DPressureVP,DTemp_BOILER_TEMP,DTemp_PHE_C_OUT,DTemp_PHE_STEAM_OUT,DTemp_SAMPLING_POINT,DTempHumidity,DTempPHE_C_IN,DTempPHE_STEAM_IN,DTempSeparator,kessesEnergy,pressure_2_INTERNAL_PLENUM,pressure_SENSOR_PLENUM,temp2,temp4,temp5,temp6,temp11,temp12,downStreamBoiler_2,RFUWaterTemp,SteamFlowRates,Cumulative_SteamFlowRates_,t_stamp
658,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
659,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
660,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
661,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
662,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
663,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
664,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
665,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
666,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
667,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
668,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
669,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
670,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
671,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
672,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
673,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
674,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
675,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
676,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
677,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
678,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
679,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
680,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
681,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
682,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
683,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
684,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
685,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
686,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
687,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
688,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
689,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
690,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
691,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
692,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
693,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
694,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
695,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
696,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
697,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
698,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
699,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
700,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
701,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
702,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
703,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
704,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
705,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
706,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
707,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
708,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:23
709,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
710,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
711,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
712,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
713,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
714,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
715,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
716,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
717,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
718,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
719,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
720,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
721,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
722,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
723,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
724,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
725,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
726,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
727,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
728,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
729,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
730,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
731,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
732,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
733,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
734,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
735,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
736,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
737,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
738,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
739,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
740,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
741,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
742,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
743,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
744,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
745,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
746,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
747,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
748,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
749,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
750,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
751,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
752,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
753,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
754,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
755,0,11.8515,24.0415,854.114,807.481,26,26,25,26,26,25,0,0.0302,859.6,8171.31,8171.31,807.481,3277,30,3276.7,28.9,28.9,30,30,118.515,0.0308,747.63,859.6,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 13:24
